1	1
1	2
1	3
2	139
2	140
3	1
3	310
5	1
5	2
5	10
5	11
5	12
5	13
5	14
5	15
5	16
5	17
5	18
5	19
5	20
5	21
5	22
8	5
8	110
8	111
11	63
11	141
13	23
13	24
13	25
14	122
14	123
15	23
15	24
15	26
15	59
15	65
15	70
15	77
15	82
15	173
15	210
15	212
15	236
15	237
15	238
15	239
15	240
15	241
15	242
15	243
15	244
15	245
15	246
15	247
18	4
19	119
23	82
23	175
24	30
24	54
24	55
25	82
26	217
26	218
28	105
28	106
28	107
28	108
32	29650
33	112
33	113
33	114
33	115
33	116
33	117
33	118
34	142
34	143
34	144
34	145
34	146
34	147
34	148
34	149
34	150
34	151
34	152
34	153
34	154
34	155
34	156
34	157
34	158
34	159
34	160
34	161
34	162
34	163
34	164
34	165
34	166
34	167
37	29901
37	29994
39	173
40	5
40	23
40	24
40	26
40	30
40	61
40	83
40	135
40	168
40	172
40	209
40	212
40	239
40	241
40	267
40	268
40	269
40	270
40	271
40	272
40	273
41	61
43	226
43	288
43	454
43	455
43	456
43	457
43	458
44	205
44	206
44	207
44	208
47	30
49	105
49	107
52	23
52	124
52	125
52	126
52	127
52	128
52	129
52	130
52	131
52	132
52	133
52	134
52	135
52	136
56	56
56	57
58	34
58	35
59	38
59	39
59	40
59	41
59	42
59	43
59	44
59	45
59	46
60	36
60	37
61	176
61	8809
61	30085
61	30086
63	199
63	200
63	201
63	202
63	203
63	204
64	23
64	433
64	434
67	53
68	26
68	5493
68	30087
70	355
70	356
70	357
70	358
70	359
70	360
72	1
72	28
72	30
72	58
72	59
72	60
72	61
72	62
72	63
72	64
72	65
72	66
72	67
72	68
72	69
72	70
72	71
72	72
72	73
72	74
72	75
72	76
72	77
72	78
72	79
72	80
72	81
72	82
72	83
72	84
72	85
72	86
72	87
72	88
72	89
72	90
72	91
72	92
72	93
72	94
72	95
72	96
72	97
72	98
72	99
72	100
72	101
72	102
73	6
73	7
73	8
73	9
74	30
74	138
78	23
78	24
78	33
78	176
78	180
78	209
78	210
78	211
78	212
78	213
78	214
78	215
80	174
83	23
83	28
83	29
83	30
83	31
83	32
83	33
89	5
90	196
90	197
91	23
94	182
94	183
95	60
96	137
97	87
97	177
97	178
97	179
99	109
104	30
104	273
104	363
104	364
104	365
104	366
105	349
105	350
110	27
114	353
114	354
115	103
115	104
116	24
116	60
116	211
116	212
116	271
116	319
116	361
116	362
117	352
118	4
121	23
121	24
121	26
121	60
121	81
121	83
121	221
121	381
121	388
121	494
121	642
121	1020
121	1021
121	1022
121	1023
121	1024
121	1025
121	1026
121	1027
121	1028
121	1029
121	1030
121	1031
121	1032
121	1033
124	23
124	47
124	48
124	49
124	50
124	51
124	52
126	30
126	65
128	212
134	351
135	198
140	24
140	120
140	121
142	353
150	136
150	180
150	181
153	184
154	23
154	28
154	58
154	59
154	60
154	63
154	64
154	75
154	77
154	78
154	80
154	81
154	82
154	83
154	89
154	201
154	292
154	326
154	367
154	368
154	369
154	370
154	371
154	372
154	373
154	374
154	375
154	376
154	377
154	378
154	379
154	380
154	381
154	382
154	383
154	384
154	385
154	386
154	387
154	388
154	389
154	390
155	28
155	30
155	67
155	168
155	169
155	170
155	171
155	172
156	8
156	30
156	89
156	319
156	390
156	391
156	392
156	393
156	394
156	395
157	108
157	274
157	275
157	276
157	30084
159	347
159	348
162	173
162	240
162	330
162	629
162	729
162	894
162	1754
162	11470
165	1
165	23
165	186
165	187
165	188
165	189
165	190
165	191
165	192
165	193
165	194
165	195
168	60
168	219
168	220
168	221
168	222
168	223
168	224
168	225
168	226
168	227
168	228
168	229
168	230
168	231
168	232
168	233
168	234
168	235
170	23
170	61
170	69
170	83
170	135
170	239
170	321
170	322
170	323
170	324
170	325
170	326
170	327
170	328
170	329
170	330
170	331
170	332
170	333
170	334
170	335
170	336
170	337
170	338
170	339
170	340
170	341
170	342
170	343
170	344
170	345
170	346
173	23
173	651
174	70
175	30
177	93
177	389
179	185
180	459
180	460
180	461
182	81
182	405
182	406
183	216
187	401
187	402
188	60
195	2
195	3
195	30
195	82
195	173
195	184
195	273
195	343
195	776
195	777
195	778
195	779
195	780
195	781
195	782
195	783
195	784
195	785
195	786
195	787
195	788
197	30
197	60
197	134
197	135
197	248
197	249
197	250
197	251
197	252
197	253
197	254
197	255
197	256
197	257
197	258
197	259
197	260
197	261
197	262
197	263
197	264
197	265
197	266
200	16
200	111
200	212
200	311
200	312
200	313
200	314
200	315
200	316
200	317
200	318
200	319
200	320
202	525
202	526
203	8
204	28
204	61
204	168
204	268
204	320
204	447
204	448
204	449
204	450
204	451
207	632
208	65
208	77
209	231
209	234
209	407
209	408
209	409
209	410
209	411
209	412
209	413
209	414
209	415
209	416
209	417
209	418
209	419
209	420
209	421
209	422
209	423
209	424
209	425
209	426
209	427
210	23
210	30
210	32
210	58
210	63
210	64
210	69
210	72
210	73
210	77
210	93
210	107
210	128
210	258
210	266
210	273
210	277
210	278
210	279
210	280
210	281
210	282
210	283
210	284
210	285
210	286
210	287
210	288
210	289
210	290
210	291
210	292
210	293
210	294
210	295
210	296
210	297
210	298
210	299
210	300
210	301
210	302
210	303
210	304
210	305
210	306
210	307
210	308
210	309
214	33
214	176
222	60
222	600
223	431
223	432
224	403
224	404
228	77
228	396
230	354
230	718
234	352
237	19
237	60
240	123
240	1038
240	1039
240	1040
240	1041
240	1042
240	1043
240	1044
240	1045
240	1046
240	1047
240	1048
240	1049
242	6
242	16
242	23
242	24
242	26
242	28
242	61
242	65
242	77
242	83
242	86
242	87
242	93
242	95
242	120
242	121
242	133
242	168
242	172
242	181
242	212
242	226
242	241
242	243
242	267
242	268
242	319
242	320
242	347
242	392
242	395
242	396
242	402
242	405
242	441
242	442
242	444
242	539
242	540
242	541
242	543
242	544
242	617
242	624
242	727
242	763
242	764
242	765
242	837
242	838
242	839
242	840
242	841
242	842
242	843
242	844
242	845
242	846
242	847
242	848
242	849
242	850
242	851
242	852
242	853
242	854
242	855
242	856
242	857
242	858
242	859
242	860
242	861
242	862
242	863
242	864
242	865
242	866
242	867
242	868
242	869
242	870
242	871
242	872
242	873
242	874
242	875
242	876
242	877
242	878
242	879
242	880
242	881
242	882
242	883
242	884
242	885
242	886
242	887
242	888
242	889
242	890
242	891
242	892
242	893
242	894
242	895
242	896
242	897
242	898
242	899
242	900
242	901
242	902
242	903
242	904
242	905
242	906
242	907
242	908
242	909
242	910
242	911
249	24
249	26
249	30
249	209
249	210
249	639
249	640
249	641
249	642
255	23
255	24
255	28
255	30
255	61
255	86
255	209
255	241
255	242
255	273
255	398
255	399
255	400
267	30
267	81
267	109
267	381
267	387
267	610
267	611
267	612
267	613
267	614
272	397
274	24
275	26
275	60
275	77
275	83
276	5
276	24
276	26
276	48
276	60
276	62
276	64
276	68
276	78
276	82
276	86
276	88
276	107
276	111
276	126
276	127
276	135
276	142
276	209
276	210
276	212
276	219
276	239
276	241
276	242
276	244
276	245
276	246
276	248
276	274
276	277
276	278
276	285
276	290
276	311
276	317
276	323
276	325
276	393
276	394
276	395
276	399
276	453
276	454
276	484
276	538
276	541
276	569
276	620
276	622
276	653
276	668
276	673
276	678
276	681
276	696
276	705
276	709
276	713
276	716
276	751
276	765
276	766
276	767
276	769
276	791
276	881
276	882
276	895
276	896
276	1026
276	1039
276	1041
276	1046
276	1079
276	1080
276	1081
276	1082
276	1083
276	1084
276	1085
276	1086
276	1087
276	1088
276	1089
276	1090
276	1091
276	1092
276	1093
276	1094
276	1095
276	1096
276	1097
276	1098
276	1099
276	1100
276	1101
276	1102
276	1103
276	1104
276	1105
276	1106
276	1107
276	1108
276	1109
276	1110
276	1111
276	1112
276	1113
276	1114
276	1115
276	1116
276	1117
276	1118
276	1119
276	1120
276	1121
276	1122
276	1123
276	1124
276	1125
276	1126
276	1127
276	1128
276	1129
276	1130
276	1131
276	1132
276	1133
276	1134
276	1135
276	1136
276	1137
276	1138
276	1139
276	1140
276	1141
276	1142
276	1143
276	1144
276	1145
276	1146
276	1147
276	1148
276	1149
276	1150
276	1151
276	1152
276	1153
276	1154
276	1155
276	1156
276	1157
276	1158
276	1159
276	1160
276	1161
276	1162
276	1163
276	1164
276	1165
276	1166
276	1167
276	1168
276	1169
276	1170
276	1171
276	1172
276	1173
276	1174
276	1175
276	1176
276	1177
276	1178
276	1179
276	1180
276	1181
276	1182
276	1183
276	1184
276	1185
276	1186
276	1187
276	1188
276	1189
276	1190
276	1191
276	1192
276	1193
276	1194
276	1195
276	1196
276	1197
276	1198
276	1199
276	1200
276	1201
276	1202
276	1203
276	1204
276	1205
276	1206
276	1207
276	1208
276	1209
276	1210
276	1211
276	1212
276	1213
276	1214
276	1215
276	1216
276	1217
276	1218
276	1219
276	1220
276	1221
276	1222
276	1223
276	1224
276	1225
276	1226
276	1227
276	1228
276	1229
276	1230
276	1231
276	1232
276	1233
276	1234
276	1235
276	1236
276	1237
276	1238
276	1239
276	1240
276	1241
276	1242
276	1243
276	1244
276	1245
276	1246
276	1247
276	1248
276	1249
276	1250
276	1251
276	1252
276	1253
276	1254
276	1255
276	1256
276	1257
276	1258
276	1259
276	1260
276	1261
276	1262
276	1263
276	1264
276	1265
276	1266
276	1267
276	1268
276	1269
276	1270
276	1271
279	6
279	36
279	48
280	30
285	445
286	635
287	135
287	636
287	637
291	23
291	24
291	26
291	48
291	59
291	86
291	288
291	428
291	429
291	430
297	352
297	524
300	638
302	23
305	5
305	6
305	24
305	26
305	132
305	135
305	192
305	355
305	361
305	392
305	410
305	435
305	436
305	437
305	438
305	439
305	440
305	441
305	442
305	443
305	444
306	24
306	26
306	28
306	77
306	78
306	83
306	86
306	95
306	209
306	210
306	538
308	248
308	393
308	452
308	453
309	63
310	30
310	59
310	70
311	28
311	30
311	81
311	82
311	83
311	95
311	273
311	326
311	368
311	381
311	462
311	463
311	464
311	465
311	466
311	467
311	468
311	469
311	470
311	471
311	472
311	473
311	474
311	475
311	476
311	477
311	478
311	479
311	480
311	481
311	482
311	483
311	484
311	485
311	486
311	487
311	488
311	489
311	490
311	491
311	492
311	493
311	494
311	495
311	496
311	497
311	498
311	499
311	500
311	501
311	502
311	503
311	504
311	505
311	506
311	507
311	508
311	509
311	510
311	511
311	512
311	513
311	514
311	515
311	516
311	517
311	518
311	519
311	520
311	521
311	522
311	523
314	24
314	30
314	48
314	79
314	86
314	209
314	237
314	239
314	277
314	288
314	311
314	452
314	619
314	620
314	621
314	622
314	623
314	624
314	625
314	626
314	627
314	628
314	629
314	630
314	631
314	632
317	630
318	288
319	60
319	63
319	77
319	101
319	173
319	239
319	248
319	389
319	531
319	532
319	533
319	534
319	535
319	536
319	537
320	48
320	446
322	719
328	60
331	30
336	65
336	317
336	644
336	645
336	646
336	647
336	648
340	23
340	48
340	527
340	528
340	529
340	530
343	89
347	354
349	81
349	83
349	224
349	326
349	538
349	592
349	593
349	594
349	595
349	596
349	597
349	598
349	599
349	600
349	601
349	602
349	603
349	604
349	605
349	606
349	607
349	608
349	609
351	89
354	79
357	58
357	616
362	724
366	93
367	180
367	192
367	402
367	442
367	539
367	540
367	541
367	542
367	543
367	544
367	545
367	546
367	547
367	548
367	549
367	550
367	551
367	552
367	553
367	554
367	555
367	556
367	557
367	558
367	559
367	560
367	561
367	562
367	563
367	564
367	565
367	566
367	567
367	568
367	569
367	570
367	571
367	572
367	573
367	574
367	575
367	576
367	577
367	578
367	579
367	580
367	581
367	582
367	583
367	584
367	585
367	586
367	587
367	588
367	589
367	590
374	591
376	24
376	26
376	390
376	643
380	773
382	610
382	729
384	609
384	632
384	1062
386	615
390	181
390	267
390	442
390	539
390	540
390	541
390	544
390	727
391	720
391	721
398	252
398	617
398	618
403	629
403	703
403	722
403	723
404	77
404	79
404	86
404	246
404	632
408	63
409	735
410	633
410	634
412	60
412	173
412	240
412	326
412	387
412	431
412	432
412	649
412	650
419	922
421	734
426	5
426	23
426	24
426	26
426	28
426	59
426	62
426	65
426	77
426	83
426	86
426	135
426	209
426	210
426	212
426	241
426	248
426	538
426	622
426	629
426	700
426	769
426	913
426	914
426	915
427	931
427	932
430	366
431	30
442	58
442	67
442	609
442	751
447	736
447	737
447	738
447	739
447	740
447	741
447	742
447	743
447	744
447	745
447	746
447	747
447	748
447	749
447	750
452	26
452	237
453	28
453	30
453	273
455	5
455	23
455	24
455	26
455	48
455	62
455	65
455	77
455	86
455	88
455	209
455	210
455	212
455	239
455	243
455	244
455	394
455	537
455	621
455	627
455	639
455	652
455	653
455	654
455	655
455	656
455	657
455	658
455	659
455	660
455	661
455	662
455	663
455	664
455	665
455	666
455	667
455	668
455	669
455	670
455	671
455	672
455	673
455	674
455	675
455	676
455	677
455	678
455	679
455	680
455	681
455	682
455	683
455	684
455	685
455	686
455	687
455	688
455	689
455	690
455	691
455	692
455	693
455	694
455	695
455	696
455	697
455	698
455	699
455	700
455	701
455	702
455	703
455	704
455	705
455	706
455	707
455	708
455	709
455	710
455	711
455	712
455	713
455	714
455	715
455	716
455	717
458	774
462	30
462	58
